,name,id_
16302,Brooklyn Bridge,m.0cv4c
16303,Museum of Arts and Design,m.0gy74y
16304,Museum of Modern Art,m.0hhjk
16305,Madison Square Garden,m.0j_66
16306,Solomon R. Guggenheim Museum,m.0j32d_5
16307,Museum of Mathematics,m.0jwvjyz
16308,UAE Healthy Kidney 10K,m.0jwy_gm
16309,Tesla Science Center at Wardenclyffe,m.0ll4_ht
16310,Imagination Playground at Burling Slip,m.0n5wy3b
16311,Chinatown,m.0pnb8
16312,Solomon R. Guggenheim Museum,m.0q9h2
16313,France,m.0f8l9c
16314,CFP franc,m.01qyjx
16315,Euro,m.02l6h
16316,Massachusetts,m.05k7sb
16317,Baptists,m.019cr
16318,Christianity,m.01lp8
16319,United Church of Christ,m.01s5nb
16320,Churches of Christ,m.021_0p
16321,Episcopal Church,m.02rsw
16322,Judaism,m.03_gx
16323,Lutheranism,m.04pk9
16324,Methodism,m.051kv
16325,Protestantism,m.05sfs
16326,Pentecostalism,m.05w5d
16327,Presbyterianism,m.0631_
16328,Buddhism,m.092bf5
16329,Catholicism,m.0c8wxp
16330,Jehovah's Witnesses,m.0dtdq
16331,Colombia,m.01ls2
16332,Piratapuyo Language,g.1q6h_1_4j
16333,Cocama language,m.01yppj
16334,Bora Language,m.025syhx
16335,Wayuu Language,m.026wqvr
16336,Malayo Language,m.02hw_7r
16337,"Quechua, Napo Lowland Language",m.02hwglw
16338,Curripaco Language,m.02hwgnw
16339,Hupdë Language,m.02hwgxh
16340,Baudo language,m.02hwh2x
16341,Siona Language,m.02hwl4_
16342,Cabiyarí Language,m.02hwl46
16343,Nukak language,m.02hwmth
16344,Barí Language,m.02hwnpn
16345,Tama Language,m.02hwnwm
16346,Awa-Cuaiquer Language,m.02hwpxb
16347,Guanano Language,m.02hwqkg
16348,Tanimuca-Retuarã Language,m.02hwqrn
16349,Cagua Language,m.02hwqww
16350,Runa Language,m.02hwr84
16351,Coyaima Language,m.02hwrvb
16352,Ponares Language,m.02hwt3q
16353,Macaguaje Language,m.02hwv5q
16354,"Inga, Jungle Language",m.02hwv8r
16355,Coxima Language,m.02hwvm1
16356,Tomedes Language,m.02hww1x
16357,Natagaimas Language,m.02hwwlp
16358,Cumeral Language,m.02hwwxk
16359,Carijona Language,m.02hwxg4
16360,"Tunebo, Barro Negro Language",m.02hwxgh
16361,Siriano Language,m.02hwyr3
16362,Muinane Language,m.02hwzdd
16363,Macaguán Language,m.02hwzgg
16364,Pijao Language,m.02hwzld
16365,Puinave Language,m.02hx_dp
16366,Cubeo Language,m.02hx0bf
16367,Desano Language,m.02hx2q2
16368,"Tunebo, Central Language",m.02hx2tn
16369,Guayabero Language,m.02hx5w4
16370,Arhuaco Language,m.02hx8nb
16371,"Tunebo, Western Language",m.02hxb1x
16372,Totoro Language,m.02hxb4m
16373,Palenquero Language,m.02hxb6s
16374,Kogi Language,m.02hxdd2
16375,Barasana Language,m.02hxdfd
16376,Yukpa Language,m.02hxds7
16377,Waimajã Language,m.02hxf1r
16378,Colombian Sign Language,m.02hxfkq
16379,Guambiano Language,m.02hxh5f
16380,Minica Huitoto,m.02hxhrz
16381,Piaroa Language,m.02hxj6x
16382,"Emberá, Northern Language",m.02hxksk
16383,Ocaina Language,m.02hxl2t
16384,Anserma Language,m.02hxlpz
16385,Carabayo Language,m.02hxnf6
16386,Macuna Language,m.02hxp1v
16387,Omejes Language,m.02hxs7q
16388,Andoque Language,m.02hxs9_
16389,Chipiajes Language,m.02hxssc
16390,Inga Language,m.02hxswb
16391,Piapoco Language,m.02hxsy4
16392,"Tunebo, Angosturas Language",m.02hxsz8
16393,Catio language,m.02hxtwj
16394,Koreguaje Language,m.02hxv46
16395,"Kuna, Border Language",m.02hxvjw
16396,Andaqui Language,m.02hxxcv
16397,Sáliba Language,m.02hxy04
16398,Camsá Language,m.02hxy6v
16399,Murui Huitoto language,m.02hxz2z
16400,Yucuna Language,m.02hxzv2
16401,Guahibo language,m.02ppbb5
16402,Cuiba language,m.02ppbg9
16403,Playero language,m.02ppbnh
16404,Uwa language,m.02pq8qn
16405,Achawa language,m.03h0wpt
16406,Ticuna language,m.03w6b4
16407,Islander Creole English,m.05tnswp
16408,Nheengatu language,m.06gdhz
16409,Spanish Language,m.06nm1
16410,Tinigua language,m.07k4r10
16411,Providencia Sign Language,m.085vdy
16412,"Romani, Vlax Language",m.08w0ky
16413,Tuyuca language,m.09gpqdh
16414,Tucano Language,m.09k4cp
16415,Páez language,m.0b7mcv
16416,Cofán Language,m.0bm08x
16417,Nonuya language,m.0km3ztb
16418,Colombia,m.01ls2
16419,Spanish Language,m.06nm1
16420,Brazil,m.015fr
16421,Presidential system,m.01d9r3
16422,Constitutional republic,m.0c9rw5
16423,Federal republic,m.0j729
16424,Gregor Mendel,m.039c5
16425,Austrian Silesia,m.02p5_2s
16426,Brno,m.0fs_s
16427,Laura Ingalls Wilder,m.01bt87
16428,De Smet,m.0_r0n
16429,Pepin,m.01mmj7
16430,Kansas,m.0488g
16431,Burr Oak,m.0dz6k_
16432,Walnut Grove,m.0wg6f
16433,Mansfield,m.0x14p
16434,Germany,m.0345h
16435,Germany national football team,m.01l3wr
16436,Germany national cricket team,m.025t26l
16437,Germany national handball team,m.025wfyk
16438,Germany women's national field hockey team,m.0260p73
16439,Germany women's national volleyball team,m.026f3ys
16440,Germany national beach handball team,m.026pb10
16441,Germany women's national beach handball team,m.026pr2_
16442,Germany women's national handball team,m.026t7lw
16443,Germany Davis Cup team,m.02pnhdq
16444,Germany Fed Cup team,m.02r4j0b
16445,Germany women's national rugby union team,m.02z6g34
16446,Germany women's national football team,m.030rdb
16447,Germany men's national volleyball team,m.03c38d5
16448,Germany national korfball team,m.03d1r7t
16449,Germany national rugby league team,m.03m3xhy
16450,German National Ice Hockey Team,m.03sx6f
16451,Germany national baseball team,m.0414tdm
16452,Germany national badminton team,m.043rstb
16453,Germany national American football team,m.047nfps
16454,Germany men's national inline hockey team,m.04cxm_7
16455,Germany national beach soccer team,m.04gk22b
16456,Germany men's national water polo team,m.04jd6b6
16457,Germany women's national basketball team,m.04jgf73
16458,Germany national speedway team,m.04mx1yr
16459,Germany men's national pitch and putt team,m.04q8nzj
16460,Germany women's national under-18 ice hockey team,m.053gfcl
16461,Germany national rugby union team,m.05c03j9
16462,Germany women's national ice hockey team,m.05prqw
16463,Germany national basketball team,m.06y3b4
16464,Germany U20 women's volleyball team,m.07ldyjt
16465,FC Bayern Munich,m.0bs6dhl
16466,BG Göttingen,m.0by0kb9
16467,Alba Berlin,m.0cksc_
16468,Germany national rugby union team,m.0cvc05
16469,Brose Baskets,m.0dt889
16470,Germany men's national field hockey team,m.0h167w
16471,Telekom Baskets Bonn,m.0h407v
16472,Skyliners Frankfurt,m.0h408w
16473,Köln 99ers,m.0h40db
16474,Bayer Giants Leverkusen,m.0h40f0
16475,EWE Baskets Oldenburg,m.0h40k4
16476,QTSV Quackenbrück,m.0h40lj
16477,Oklahoma,m.05mph
16478,Central Time Zone,m.02fqwt
16479,Norway,m.05b4w
16480,"Saami, South Language",m.02glq_
16481,"Saami, North Language",m.04d36l
16482,Norwegian Language,m.05f_3
16483,"Saami, Lule Language",m.06f7kz
16484,"Finnish, Kven Language",m.09xy1k
16485,Norway,m.05b4w
16486,Bokmål,m.01648r
16487,Nynorsk,m.016rsc
16488,Norwegian Language,m.05f_3
16489,Singapore,m.06t2t
16490,Singapore dollar,m.02f32g
16491,Blackfoot Confederacy,m.016f5d
16492,English Language,m.02h40lc
16493,Blackfoot Language,m.02hx790
16494,Robin Hood: Prince of Thieves,m.01msrb
16495,Kevin Costner,m.0127m7
16496,Texas,m.07b_l
16497,Central Time Zone,m.02fqwt
16498,Mountain Time Zone,m.02hczc
16499,Kurds,m.04c28
16500,Asia,m.0j0k
16501,Louis Armstrong,m.04n32
16502,Cornet,m.020w2
16503,Trumpet,m.07gql
16504,Alyson Stoner,m.02bwjv
16505,Caitlyn Geller,m.0h5vd14
16506,Camp Rock,m.02w4by3
16507,Caitlyn Geller,m.0h5vd14
16508,Madonna,m.01vs_v8
16509,Jewish Renewal,m.01n15n
16510,Catholicism,m.0c8wxp
16511,Egypt,m.02k54
16512,Israel,m.03spz
16513,Libya,m.04gqr
16514,Sudan,m.06tw8
16515,Richard Hammond,m.02508x
16516,Presenter,m.015cjr
16517,Stunt Performer,m.01tkqy
16518,Television producer,m.03gjzk
16519,Radio personality,m.08z956
16520,Writer,m.0cbd2
16521,Journalist,m.0d8qb
16522,Screenwriter,m.0dxtg
16523,Author,m.0kyk
16524,Voice Actor,m.0np9r
16525,Lois Griffin,m.03pcqz
16526,Alex Borstein,m.03jldb
16527,Paris,m.05qtj
16528,Paris Orly Airport,m.01l525
16529,Charles de Gaulle Airport,m.0qk79
16530,Rihanna,m.06mt91
16531,Jump (Club Cheval Rap Remix),g.11c3mrbyc8
16532,,g.121_5zdm
16533,,g.121n8wcw
16534,,g.121xjjw_
16535,Rockstar 101: The Remixes,m.0124v_vt
16536,Towards the Sun,m.0139h91t
16537,Unapologetic,m.0n5wjx_
16538,Loud Tour Live at the O2,m.0nfvxv8
16539,Diamonds,m.0q5skzb
16540,Cockiness (Love It) Remix,m.0rhvq_1
16541,Diamonds (remix),m.0shm0m9
16542,Talk That Talk,m.0vs9dgx
16543,Birthday Cake,m.0vs9nmk
16544,Devil in a Blue Dress,m.0y56x6d
16545,Dave Ramsey,m.03zf9h
16546,Nashville,m.05jbn
16547,Galileo Galilei,m.034ks
16548,Io,m.041sd6
16549,Callisto,m.0bt_p
16550,Europa,m.0bv05
16551,Ganymede,m.0f58c
16552,Saudi Arabia,m.01z215
16553,Unitary state,m.01fpfn
16554,Islamic state,m.07v2k4
16555,Absolute monarchy,m.0hqc2
16556,Special Agent Anthony DiNozzo,m.07wp25
16557,Michael Weatherly,m.0578mx
16558,Jesus Christ,m.045m1_
16559,Carpentry,m.019x4f
16560,Prophet,m.066dv
16561,Preacher,m.067nv
16562,New York City,m.02_286
16563,New York,m.059rby
16564,Knox Overstreet,m.0h5qcr7
16565,Josh Charles,m.05gnf9
16566,David Carradine,m.02p5hf
16567,Kill Bill: The Whole Bloody Affair,m.011pzwg5
16568,Nowhere to Run,m.0134lcx0
16569,Kill Bill Volume 1,m.01rxyb
16570,Crime Zone,m.01xrqm9
16571,Hair High,m.0272qjg
16572,The Golden Boys,m.0272v9w
16573,Crime School,m.0274g5q
16574,Last Hour,m.027grw3
16575,Mr. Horn,m.027t7gk
16576,Deathsport,m.02qds4w
16577,Evil Toons,m.02qjtml
16578,Archie's Final Project,m.02qp9s8
16579,Last Stand at Saber River,m.02r96lm
16580,Fall Down Dead,m.02vr32y
16581,Fuego,m.02z46bf
16582,Crank: High Voltage,m.03gtwh_
16583,Death Race 2000,m.03zndp
16584,Circle of Iron,m.047g4lw
16585,Trick or Treats,m.047p6w8
16586,The Outsider,m.04gsxgr
16587,Martial Law,m.04gvw_z
16588,Naked Movie,m.04j08hn
16589,Criminal Desire,m.04j0q52
16590,Final Move,m.04j0qqp
16591,The Last Sect,m.04j0yld
16592,Brothers in Arms,m.04j1d9l
16593,Future Force,m.04j1xrt
16594,The Monster Hunter,m.04j21g6
16595,Kiss of a Stranger,m.04j26sc
16596,Kill Zone,m.04j29v0
16597,Capital Punishment,m.04j2mhm
16598,Macon County Jail,m.04j2q8v
16599,Guaranteed on Delivery,m.04j2sfx
16600,Cybercity,m.04j2zp2
16601,Code Name Jaguar,m.04j2zx0
16602,Project Eliminator,m.04j34y2
16603,Knocking On Death's Door,m.04j3579
16604,Thunder and Lightning,m.04jgfgc
16605,Tropical Snow,m.04lgl2y
16606,Camille,m.04p2fy8
16607,Mean Streets,m.04ssf
16608,The Serpent's Egg,m.057myy
16609,Being Michael Madsen,m.05b4l67
16610,Son of the Dragon,m.05c2853
16611,Absolute Evil,m.05f3y96
16612,Maybe I'll Come Home in the Spring,m.05f5pjd
16613,American Reel,m.05p89nk
16614,I Saw What You Did,m.06_v8dw
16615,Boxcar Bertha,m.062rrj
16616,Cannonball,m.06k4hw
16617,Out of the Wilderness,m.06qxmj
16618,Hell Ride,m.078mng
16619,The Long Riders,m.07d83t
16620,Lone Wolf McQuade,m.07dvtc
16621,Gray Lady Down,m.07gns9
16622,An American Tail: The Treasure of Manhattan Island,m.07gp3w
16623,Nowhere to Run,m.07k7bh0
16624,True Legend,m.07kf0d4
16625,The Ultimate Enemy,m.07yb1s
16626,Homo Erectus,m.083vqj
16627,Q,m.08y5wd
16628,Treasure Raiders,m.09k51yg
16629,The Rage,m.09v17dd
16630,Americana,m.0b__16q
16631,Safari 3000,m.0b6k13z
16632,Kandisha,m.0b6lpbm
16633,Taggart,m.0bc9_3
16634,Richard III,m.0bcb9g
16635,Kung Fu: The Movie,m.0bcbhg
16636,Brotherhood of the Gun,m.0bf4gtj
16637,Try This One for Size,m.0bh7jby
16638,Bird on a Wire,m.0bq8tr
16639,Balto II: Wolf Quest,m.0bs16n
16640,The Good Guys and the Bad Guys,m.0bx_71h
16641,Behind Enemy Lines,m.0bx_s9v
16642,"High Noon, Part II: The Return of Will Kane",m.0bxz0c1
16643,Midnight Fear,m.0c1c2yt
16644,Macho Callahan,m.0c3yq5d
16645,Permanent Vacation,m.0c41y5f
16646,Dead & Breakfast,m.0c7y2c
16647,Big Stan,m.0clhj5
16648,Bad Cop,m.0crr_yx
16649,Starz Inside: Unforgettably Evil,m.0crrb94
16650,Future Zone,m.0crrckw
16651,Night of the Templar,m.0crrj82
16652,Nightfall,m.0crrl_t
16653,Miracle at Sage Creek,m.0crrsd4
16654,Armed Response,m.0crrwjq
16655,Warlords,m.0crrwl7
16656,Road of No Return,m.0crs071
16657,By Dawn's Early Light,m.0crsfhl
16658,Oceans of Fire,m.0crshly
16659,Bala Perdida,m.0crsr0l
16660,On the Line,m.0crt6rf
16661,Six Against the Rock,m.0crtfzr
16662,Detention,m.0crtspw
16663,Break,m.0crtsrd
16664,Autumn,m.0crttx5
16665,The Donor,m.0crvkxc
16666,David Carradine's Shaolin Cardio Kick Boxing Workout,m.0crvmw1
16667,UnConventional,m.0crxk1m
16668,All Hell Broke Loose,m.0cs1_b1
16669,David Carradine Kung Fu Action Masters,m.0cs10pd
16670,Last Goodbye,m.0cs3kyt
16671,David Carradine's AM & PM Tai Chi Workout for Beginners,m.0cs76m5
16672,Max Havoc: Curse of the Dragon,m.0d042l
16673,Double Trouble,m.0dgkv64
16674,Jealousy,m.0dj9xmf
16675,Karate Cop,m.0dqvnd
16676,Eldorado,m.0dryg5m
16677,How to Rob a Bank,m.0f2864
16678,The Warrior and the Sorceress,m.0fc6sp
16679,Children of the Corn V: Fields of Terror,m.0fm7l2
16680,Young Billy Young,m.0fn43t
16681,The New Swiss Family Robinson,m.0fqnq4_
16682,Kung Fu Killer,m.0g55lz_
16683,Stretch,m.0g9_441
16684,Run for Your Life,m.0gf7ssv
16685,Blackout,m.0gjdd6d
16686,Animal Instincts,m.0gkr5xq
16687,Cloud Dancer,m.0gks2xc
16688,Dune Warriors,m.0gks2zc
16689,Dangerous Curves,m.0gksd67
16690,Sonny Boy,m.0gksqd4
16691,Dark Fields,m.0gm0_fg
16692,Dinocroc vs. Supergator,m.0gttw88
16693,Kill Bill Volume 2,m.0gyv0b4
16694,The Misfit Brigade,m.0h_0jbs
16695,Roadside Prophets,m.0h05yr
16696,Money to Burn,m.0h0ncl5
16697,Six Days in Paradise,m.0h0nclq
16698,The Bad Seed,m.0hr418b
16699,Night Rhythms,m.0hy542p
16700,Fast Charlie... the Moonbeam Rider,m.0j62vp8
16701,Wizards of the Lost Kingdom 2,m.0kbjch5
16702,Waxwork II: Lost in Time,m.0kv661
16703,Sundown: The Vampire in Retreat,m.0kv6xq
16704,Bound for Glory,m.0pt_5
16705,Stanley Cup,m.0hn79
16706,"Frederick Stanley, 16th Earl of Derby",m.01q69p
16707,Chinese language,m.01r2l
16708,China,m.0d05w3
16709,Portugal,m.05r4w
16710,Saudi Arabia,m.01z215
16711,Egypt,m.02k54
16712,Jordan,m.03__y
16713,Libya,m.04gqr
16714,Morocco,m.04wgh
16715,Mozambique,m.04wlh
16716,Singapore,m.06t2t
16717,Tunisia,m.07fj_
16718,Mexico,m.0b90_r
16719,Algeria,m.0h3y
16720,United Arab Emirates,m.0j1z8
16721,Angola,m.0j4b
16722,Brazil,m.015fr
16723,Presidential system,m.01d9r3
16724,Constitutional republic,m.0c9rw5
16725,Federal republic,m.0j729
16726,Babylonia,m.0cn3b
16727,Akkadian language,m.0dc0d
16728,Babylon,m.01cyh
16729,Akkadian language,m.0dc0d
16730,Wassily Kandinsky,m.0856z
16731,Modern art,m.015r61
16732,Abstract art,m.0197s6
16733,Der Blaue Reiter,m.02xk0r
16734,German Expressionism,m.04191d
16735,Expressionism,m.0pybl
16736,United States of America,m.09c7w0
16737,Presidential system,m.01d9r3
16738,Constitutional republic,m.0c9rw5
16739,Federal republic,m.0j729
16740,Cuba,m.0d04z6
16741,Cuban peso,m.049p2z
16742,Cuban convertible peso,m.049p6c
16743,Illinois House of Representatives,m.03j8g1
16744,Terry Deering,m.0102ldy5
16745,Anna Moeller,m.0105s6hr
16746,Robert W. McCarthy,m.0128186x
16747,Harber H. Hall,m.01281c93
16748,Ralph C. Capparelli,m.012j2m79
16749,Bruce L. Douglas,m.012j2nvc
16750,Bradley M. Glass,m.012j2rng
16751,Bernard B. Wolfe,m.012j2s0k
16752,Daniel M. Pierce,m.012j2y3j
16753,James T. Londrigan,m.012kc8bx
16754,Tobias Barry,m.012kczhw
16755,Tom Cross,m.02w7qby
16756,Wayne Rosenthal,m.0dsb8fw
16757,Ann Williams,m.0hhqr_y
16758,Adam Brown,m.0lq0c4x
16759,Thaddeus Jones,m.0rpjdpn
16760,John D. Anthony,m.0wxs6vt
16761,David Harris,m.0wxvvxx
16762,Josh Harms,m.0zm_9br
16763,Art Turner,m.0ztkk62
16764,Sweden,m.0d0vqn
16765,Central European Time Zone,m.02llzg
16766,Franklin D. Roosevelt,m.02yy8
16767,Governor of New York,m.02_w_r9
16768,Assistant Secretary of the Navy,m.03whjr
16769,New York State Senator,m.04kz0b7
16770,Robert Downey Jr.,m.016z2j
16771,"California Substance Abuse Treatment Facility and State Prison, Corcoran",m.02621l5
16772,Barack Obama,m.02mjmr
16773,Juris Doctor,m.013zdg
16774,Bachelor of Arts,m.014mlp
16775,Shiva,m.074l5
16776,Hinduism,m.03j6c
16777,Benjamin Franklin,m.019fz
16778,Lightning rod,m.0135nr
16779,Bifocals,m.013cqs
16780,Glass harmonica,m.01zh8g
16781,Franklin stove,m.029mmz
16782,Switzerland,m.06mzp
16783,Swiss franc,m.01_h4b
16784,World Series,m.0fjp3
16785,1982 World Series,m.04j78h
16786,Bill Clinton,m.0157m
16787,Al Gore,m.0d05fv
16788,Life of Franz Liszt,m.0hqgp
16789,Etude in Twelve Exercises,g.122bxplw
16790,,g.1235wfk4
16791,"Grand galop chromatique, S. 219 bis",m.0_5_5n6
16792,"Introduction et Polonaise de l'opéra I puritani, S. 391",m.0_5_c5y
16793,"Die Lorelei, S. 532",m.0_5_tll
16794,"Totentanz, S. 126: VII. Cadenza",m.0_5_tpf
16795,"Valse-Impromptu, S. 213a",m.0_5y20_
16796,"Hexaméron, S. 365b: VII. Variation V. Vivo e brillante - Fuocoso molto energico - Lento quasi recitativo",m.0_5y7yn
16797,"Hungarian Rhapsody no. 14 in F minor, S. 244 no. 14",m.0_5yjl4
16798,"Valse oubliée no. 3, S. 215 no. 3a",m.0_5yytx
16799,"Ihr Auge, S. 310/2",m.0_5zcx_
16800,Mephisto Waltz No. 1,m.0_5zm1r
16801,"Historical Hungarian Portraits, S. 205: No. 1. Széchényi Istvan",m.0_5zy57
16802,"Les Sabéennes, berceuse de l’opéra La Reine de Saba, S. 408",m.0_5zzn1
16803,"Eine Faust-Symphonie, S. 108: I. Faust. Lento assai",m.0_6__pc
16804,"Es war ein König in Thule, S. 278/2",m.0_6_vp5
16805,"Five Hungarian Folksongs, S. 245: No. 5. Búsongva. Lento",m.0_603c4
16806,"Der du von dem Himmel bist, S. 279/3",m.0_60g6b
16807,"Fantaisie sur des motifs de l'opéra Lucrezia Borgia de G. Donizetti, S. 399a",m.0_620tb
16808,"Hexaméron, S. 392: I. Introduction",m.0_629s7
16809,"Choräle, S. 506a: No. 4. Nun danket alle Gott",m.0_62shp
16810,"Les Adieux, rêverie sur un motif de Roméo et Juliette, S. 409",m.0_63ml2
16811,"Fantaisie sur des motifs de La pastorella dell’Alpi e Li marinari des Soirées musicales, S. 423",m.0_63th4
16812,"Ein Fichtenbaum steht einsam, S. 309",m.0_65d9w
16813,"A magyarok Istene, S. 543bis",m.0_65kj2
16814,"Harmonies poétiques et religieuses, S. 172a: No. 9. La Lampe du temple (Andante lagrimoso)",m.0_65nl4
16815,"Canzonetta del Salvator Rosa, S. 157c",m.0_6678z
16816,"Un portrait en musique de la Marquise de Blocqueville, S. 190: III. Même mouvement mais avec incertitude",m.0_66gn_
16817,"Réminiscences de Lucrezia Borgia, S. 400: I. Trio du seconde Acte",m.0_66l8y
16818,"Préludes et Harmonies poétiques et religieuses, S. 171d: No. 5 in G-flat major",m.0_66r3j
16819,"Totentanz, S. 126: IX. Cadenza",m.0_67897
16820,"Harmonies poétiques et religieuses, S. 173: No. 1. Invocation",m.0_678df
16821,"Préludes et Harmonies poétiques et religieuses, S. 171d: No. 6 in A major \""Attente\""",m.0_6797v
16822,"Canzonetta del Salvator Rosa, S. 161 no. 3",m.0_67mfy
16823,"Historical Hungarian Portraits, S. 205: No. 5. Deák Ferenc",m.0_67n0j
16824,"Zwei Orchestersätze aus dem Oratorium Christus, S. 498b: Nr. 2. Die heiligen drei Könige – Marsch",m.0_67vcm
16825,"Magyar rapszódiák, S. 242: No. 17 in A minor",m.0_687jm
16826,"Harmonies poétiques et religieuses, S. 173: No. 3. Bénédiction de Dieu dans la solitude",m.0_68vl1
16827,"Hexaméron, S. 365b: IV. Variation II. Moderato",m.0_690zn
16828,"2 Polonaises, S. 223: no. 1 \""Polonaise mélancolique\"" in C minor",m.0_69914
16829,"Harmonies poétiques et religieuses, S. 172a: No. 4. Litanies de Marie",m.0_69fg6
16830,"Magyar rapszódiák, S. 242: No. 19 in F-sharp minor",m.0_6bbsj
16831,"Magyar rapszódiák, S. 242: No. 14 in A minor",m.0_6bp8p
16832,"Vexilla regis prodeunt, S. 185",m.0_6btk_
16833,"Tre sonetti di Petrarca, S. 158: No. 2. Sonetto CIV. Pace non trovo",m.0_6btzf
16834,"Hungarian Rhapsody for Orchestra no. 5 in E minor, S. 359/5",m.0_6c_87
16835,"Fantasie und Fuge über das Thema B-A-C-H, S. 529/2",m.0_6chcq
16836,"Künstlerfestzug zur Schillerfeier 1859, S. 520/1",m.0_6cv0q
16837,"Hungarian Rhapsody for Orchestra no. 3 in D major, S. 359/3",m.0_6cv43
16838,"Deux légendes, S. 175: II bis. St. François de Paule marchant sur les flots",m.0_6cvxc
16839,"Soirées de Vienne, S. 427: No. 8 in D major. Allegro con brio",m.0_6cvz6
16840,"Zwei Stücke aus dem Oratorium Christus, S. 498c: No. 1. Einleitung - Pastorale",m.0_6d90q
16841,"Stabat mater, S. 172b",m.0_6dk_9
16842,"Fantasia on Hungarian Folk Melodies for piano and orchestra, S. 123",m.0_6dl06
16843,"Hungarian Coronation Mass, S. 11: II. Gloria",m.0_6dpww
16844,"Gretchen aus Faust-Symphonie, S. 513",m.0_6f6qm
16845,"Album-Leaf: Freudvoll und leidvoll, S. 166n",m.0_6fqpg
16846,"Hexaméron, S. 365b: I. Introduction. Extrêmement lent",m.0_6fxlh
16847,"Études d'exécution transcendante d'après Paganini, S. 140: No. 6 in A minor",m.0_6g5_9
16848,"Ave Maria (d'Arcadelt), S. 183 no. 2",m.0_6gzmy
16849,"Ihr Glocken von Marling, S. 328",m.0_6h3ck
16850,"Sonetto 47 del Petrarca, S. 161 no. 4",m.0_6hdm9
16851,"Hungarian Rhapsody no. 1 in C-sharp minor, S. 244 no. 1",m.0_6hwmv
16852,"Zwei Orchestersätze aus dem Oratorium Christus, S. 498b: Nr. 1. Hirtengesang an der Krippe",m.0_6jpg7
16853,"Grandes études de Paganini, S. 141: No. 1. Tremolo in G minor",m.0_6kdk6
16854,"Historical Hungarian Portraits, S. 205: No. 2. Eötvös Jozsef",m.0_6ky5_
16855,"Deux épisodes d'apres le Faust de Lenau, S. 110: II. Der Tanz in der Dorfschenke (Erster Mephisto-Walzer)",m.0_6lqqp
16856,"Weihnachtsbaum, S. 185a: IV. Adeste fideles (gleichsam als Marsch der heiligen drei Könige)",m.0_6lr33
16857,"Weimars Volkslied, S. 542/2",m.0_6mh8q
16858,"Hungarian Rhapsody no. 2 in C-sharp minor, S. 244 no. 2 bis",m.0_6mq_1
16859,"Sursum corda, S. 163 no. 7",m.0_6n6zj
16860,"Choräle, S. 506a: No. 6. O Haupt voll Blut und Wunden",m.0_6n882
16861,"Ave Maria in D major, S. 504/1",m.0_6n8s8
16862,"Orpheus, S. 511b",m.0_6nfht
16863,"Coro di festa e marcia funebre de Don Carlos, S. 435",m.0_6nj66
16864,"Via Crucis, S. 504a: Vexilla regis",m.0_6np4d
16865,"Marche funèbre et Cavatine de Lucia de Lammermoor, S. 398",m.0_6nqdt
16866,"Hungarian Battle March, S. 119",m.0_6nqg3
16867,"Klavierstück in E major, S. 192 no. 1. Sehr langsam",m.0_6nrm4
16868,"Tre sonetti di Petrarca, S. 158: No. 1. Sonetto XLVII. Benedetto sia il giorno",m.0_6nx58
16869,"Tre sonetti di Petrarca, S. 270: II. Benedetto sia 'l giorno",m.0_6nx5f
16870,"Études d'exécution transcendante d'après Paganini, S. 140: No. 4b in E major",m.0_6nzl8
16871,"Schwebe, schwebe, blaues Auge, S. 305/2",m.0_6nzqr
16872,"Enfant, si j'étais roi, S. 537",m.0_6nzwm
16873,"Album-Leaf: Larghetto in D-flat major, S. 167p",m.0_6p0fw
16874,"Ave Maria in D-flat major, S. 504/2",m.0_6p0m3
16875,"Totentanz, S. 126: IV. Variation III",m.0_6p7gj
16876,"S'il est un charmant gazon, S. 538",m.0_6pd3w
16877,"Album-Leaf: Aus den Mephisto-Walzer. Episode aus Lenaus Faust - Der Tanz in der Dorfschenke, S. 167m",m.0_6pd78
16878,"Grandes études de Paganini, S. 141: No. 2. Octave in E-flat major",m.0_6pdmh
16879,"Liebesträume no. 2, S. 541a \""Gestorben war ich\""",m.0_6pfl4
16880,"Totentanz, S. 126: V. Variation IV",m.0_6pknn
16881,"Totentanz, S. 126: VI. Variation V",m.0_6pkp2
16882,"Vergiftet sind mein Lieder, S. 289/3",m.0_6pllm
16883,"Album Leaf in E major (Vienna), S. 164a",m.0_6pnpx
16884,"Drei Märsche von Franz Schubert, S. 426: No. 1. Trauermarsch (Grande Marche funèbre)",m.0_6pwrl
16885,"Der du von dem Himmel bist, S. 279/1",m.0_6pxbf
16886,"2 Polonaises, S. 223: no. 2 in E major",m.0_6q7v2
16887,"O lieb, so lang du lieben kannst!, S. 540a",m.0_6q841
16888,"Illustrations du Prophète, S. 414: No. 2: Les Patineurs: Scherzo",m.0_6y5_j
16889,"In Liebeslust, S. 318",m.0_7234b
16890,"Five Hungarian Folksongs, S. 245: No. 2. Mérsekélve. Allegretto",m.0_735lb
16891,"Resignazione, S. 187b",m.0_75zc1
16892,Hungarian Rag,m.0_77zpg
16893,"Leyer und Schwert, S. 452: III. Gebet (vor der Schlacht)",m.0_7b4_4
16894,"Album-Leaf: Aus dem Purgatorio des Dante Sinfonie. Lamentoso in B minor, S. 166r/2",m.0_7bm2y
16895,"Und sprich, S. 329",m.0_7cpgx
16896,"Ave maris stella, S. 669 no. 2",m.0_7j_vd
